医療機関ID,医療機関名,都道府県名,医療機関住所,電話番号
cov00261,豊科病院,長野県,安曇野市豊科５７７７－１,263728400.0
cov00261,豊科病院,長野県,安曇野市豊科５７７７－１,263728400.0
cov00261,豊科病院,長野県,安曇野市豊科５７７７－１,263728400.0
cov00260,緑ケ丘保養園,大分県,大分市大字丹生１７４７,975933366.0
cov00260,緑ケ丘保養園,大分県,大分市大字丹生１７４７,975933366.0
cov00260,緑ケ丘保養園,大分県,大分市大字丹生１７４７,975933366.0
cov00259,渕野病院,大分県,大分市坂ノ市中央５丁目１番２１号,975922181.0
cov00259,渕野病院,大分県,大分市坂ノ市中央５丁目１番２１号,975922181.0
cov00259,渕野病院,大分県,大分市坂ノ市中央５丁目１番２１号,975922181.0
cov00258,博愛病院,大分県,大分市大字野田１１１１番地,975860888.0
cov00258,博愛病院,大分県,大分市大字野田１１１１番地,975860888.0
cov00258,博愛病院,大分県,大分市大字野田１１１１番地,975860888.0
cov00257,向井病院,大分県,別府市大字南立石２４１番地の１５,977230241.0
cov00257,向井病院,大分県,別府市大字南立石２４１番地の１５,977230241.0
cov00257,向井病院,大分県,別府市大字南立石２４１番地の１５,977230241.0
cov00256,清和病院,大分県,杵築市大字船部２１６７番地の２０,978635560.0
cov00256,清和病院,大分県,杵築市大字船部２１６７番地の２０,978635560.0
cov00256,清和病院,大分県,杵築市大字船部２１６７番地の２０,978635560.0
cov00255,宇佐病院,大分県,宇佐市大字南宇佐１６５５番地,978370485.0
cov00255,宇佐病院,大分県,宇佐市大字南宇佐１６５５番地,978370485.0
cov00255,宇佐病院,大分県,宇佐市大字南宇佐１６５５番地,978370485.0
cov00254,みどりケ丘病院,福井県,鯖江市三六町１－２－６,778511370.0
cov00254,みどりケ丘病院,福井県,鯖江市三六町１－２－６,778511370.0
cov00254,みどりケ丘病院,福井県,鯖江市三六町１－２－６,778511370.0
cov00253,城東病院,大分県,大分市牧２丁目１６－１６,975587828.0
cov00253,城東病院,大分県,大分市牧２丁目１６－１６,975587828.0
cov00253,城東病院,大分県,大分市牧２丁目１６－１６,975587828.0
cov00252,佐伯保養院,大分県,佐伯市東町２７番１２号,972221461.0
cov00252,佐伯保養院,大分県,佐伯市東町２７番１２号,972221461.0
cov00252,佐伯保養院,大分県,佐伯市東町２７番１２号,972221461.0
cov00251,大湫病院,岐阜県,瑞浪市大湫町１２１,572632231.0
cov00251,大湫病院,岐阜県,瑞浪市大湫町１２１,572632231.0
cov00251,大湫病院,岐阜県,瑞浪市大湫町１２１,572632231.0
cov00250,佐々木病院,富山県,富山市大町１番地,764252111.0
cov00250,佐々木病院,富山県,富山市大町１番地,764252111.0
cov00250,佐々木病院,富山県,富山市大町１番地,764252111.0
cov00249,山本病院,大分県,別府市光町１４番３号,977220131.0
cov00249,山本病院,大分県,別府市光町１４番３号,977220131.0
cov00249,山本病院,大分県,別府市光町１４番３号,977220131.0
cov00248,鶴見台病院,大分県,別府市大字鶴見４０７５番地の４,977220336.0
cov00248,鶴見台病院,大分県,別府市大字鶴見４０７５番地の４,977220336.0
cov00248,鶴見台病院,大分県,別府市大字鶴見４０７５番地の４,977220336.0
cov00247,呉みどりヶ丘病院,広島県,呉市阿賀北一丁目１５番４５号,823726111.0
cov00247,呉みどりヶ丘病院,広島県,呉市阿賀北一丁目１５番４５号,823726111.0
cov00247,呉みどりヶ丘病院,広島県,呉市阿賀北一丁目１５番４５号,823726111.0
cov00246,医療法人社団親和会　衛藤病院,大分県,大分市大字上判田３４３３番地,975970093.0
cov00246,医療法人社団親和会　衛藤病院,大分県,大分市大字上判田３４３３番地,975970093.0
cov00246,医療法人社団親和会　衛藤病院,大分県,大分市大字上判田３４３３番地,975970093.0
cov00245,地方独立行政法人大阪府立病院機構　大阪精神医療センター,大阪府,枚方市宮之阪３丁目１６番２１号,728473261.0
cov00245,地方独立行政法人大阪府立病院機構　大阪精神医療センター,大阪府,枚方市宮之阪３丁目１６番２１号,728473261.0
cov00245,地方独立行政法人大阪府立病院機構　大阪精神医療センター,大阪府,枚方市宮之阪３丁目１６番２１号,728473261.0
cov00244,一般社団法人　水口病院,滋賀県,甲賀市水口町本町二丁目２番４３号,748621212.0
cov00244,一般社団法人　水口病院,滋賀県,甲賀市水口町本町二丁目２番４３号,748621212.0
cov00244,一般社団法人　水口病院,滋賀県,甲賀市水口町本町二丁目２番４３号,748621212.0
cov00243,医療法人　聖山会　伊那神経科病院,長野県,伊那市荒井３８３１,265784047.0
cov00243,医療法人　聖山会　伊那神経科病院,長野県,伊那市荒井３８３１,265784047.0
cov00243,医療法人　聖山会　伊那神経科病院,長野県,伊那市荒井３８３１,265784047.0
cov00242,向心会　大貞病院,大分県,中津市大字中原８番地,979324512.0
cov00242,向心会　大貞病院,大分県,中津市大字中原８番地,979324512.0
cov00242,向心会　大貞病院,大分県,中津市大字中原８番地,979324512.0
cov00241,医療法人社団　宏知会　青山病院,広島県,尾道市栗原東２丁目２－６９,848232488.0
cov00241,医療法人社団　宏知会　青山病院,広島県,尾道市栗原東２丁目２－６９,848232488.0
cov00241,医療法人社団　宏知会　青山病院,広島県,尾道市栗原東２丁目２－６９,848232488.0
cov00240,医療法人社団淡窓会　大分友愛病院,大分県,日田市大字上野１番地の１,973235151.0
cov00240,医療法人社団淡窓会　大分友愛病院,大分県,日田市大字上野１番地の１,973235151.0
cov00240,医療法人社団淡窓会　大分友愛病院,大分県,日田市大字上野１番地の１,973235151.0
cov00239,医療法人藤樹会　滋賀里病院,滋賀県,大津市滋賀里一丁目１８番４１号,775225426.0
cov00239,医療法人藤樹会　滋賀里病院,滋賀県,大津市滋賀里一丁目１８番４１号,775225426.0
cov00239,医療法人藤樹会　滋賀里病院,滋賀県,大津市滋賀里一丁目１８番４１号,775225426.0
cov00238,医療法人百花会　上野公園病院,大分県,日田市大字高瀬字篠原２２２６番地の１,973227723.0
cov00238,医療法人百花会　上野公園病院,大分県,日田市大字高瀬字篠原２２２６番地の１,973227723.0
cov00238,医療法人百花会　上野公園病院,大分県,日田市大字高瀬字篠原２２２６番地の１,973227723.0
cov00237,医療法人　西本会　安浦病院,広島県,呉市安浦町女子畑１３３,823842075.0
cov00237,医療法人　西本会　安浦病院,広島県,呉市安浦町女子畑１３３,823842075.0
cov00237,医療法人　西本会　安浦病院,広島県,呉市安浦町女子畑１３３,823842075.0
cov00236,公益財団法人青樹会　滋賀八幡病院,滋賀県,近江八幡市鷹飼町７４４番地,748337101.0
cov00236,公益財団法人青樹会　滋賀八幡病院,滋賀県,近江八幡市鷹飼町７４４番地,748337101.0
cov00236,公益財団法人青樹会　滋賀八幡病院,滋賀県,近江八幡市鷹飼町７４４番地,748337101.0
cov00235,武生記念病院,福井県,越前市小松２－７－２５,778222887.0
cov00235,武生記念病院,福井県,越前市小松２－７－２５,778222887.0
cov00235,武生記念病院,福井県,越前市小松２－７－２５,778222887.0
cov00234,社団法人慈恵会　青い森病院,青森県,青森市大字大谷字山ノ内１６－３,177293330.0
cov00234,社団法人慈恵会　青い森病院,青森県,青森市大字大谷字山ノ内１６－３,177293330.0
cov00234,社団法人慈恵会　青い森病院,青森県,青森市大字大谷字山ノ内１６－３,177293330.0
cov00233,医療法人太閤山病院,富山県,射水市橋下条１９５番地,766565460.0
cov00233,医療法人太閤山病院,富山県,射水市橋下条１９５番地,766565460.0
cov00233,医療法人太閤山病院,富山県,射水市橋下条１９５番地,766565460.0
cov00232,医療法人ラポール会　青山藤ヶ丘病院,大阪府,藤井寺市藤ケ丘三丁目１３番１６号,729311100.0
cov00232,医療法人ラポール会　青山藤ヶ丘病院,大阪府,藤井寺市藤ケ丘三丁目１３番１６号,729311100.0
cov00232,医療法人ラポール会　青山藤ヶ丘病院,大阪府,藤井寺市藤ケ丘三丁目１３番１６号,729311100.0
cov00231,医療法人菅野愛生会緑ケ丘病院,宮城県,塩竈市西玉川町　１－１６,223625555.0
cov00231,医療法人菅野愛生会緑ケ丘病院,宮城県,塩竈市西玉川町　１－１６,223625555.0
cov00231,医療法人菅野愛生会緑ケ丘病院,宮城県,塩竈市西玉川町　１－１６,223625555.0
cov00230,やまもと病院,高知県,室戸市羽根町乙１３９２番地,887261810.0
cov00230,やまもと病院,高知県,室戸市羽根町乙１３９２番地,887261810.0
cov00230,やまもと病院,高知県,室戸市羽根町乙１３９２番地,887261810.0
cov00229,下永病院,広島県,福山市金江町藁江５９０－１,849358811.0
cov00229,下永病院,広島県,福山市金江町藁江５９０－１,849358811.0
cov00229,下永病院,広島県,福山市金江町藁江５９０－１,849358811.0
cov00228,大原神経科病院,茨城県,日立市大みか町１－１３－１８,294524352.0
cov00228,大原神経科病院,茨城県,日立市大みか町１－１３－１８,294524352.0
cov00228,大原神経科病院,茨城県,日立市大みか町１－１３－１８,294524352.0
cov00227,須田病院,岐阜県,高山市国府町村山２３５－５,577722100.0
cov00227,須田病院,岐阜県,高山市国府町村山２３５－５,577722100.0
cov00227,須田病院,岐阜県,高山市国府町村山２３５－５,577722100.0
cov00226,柴田病院,富山県,高岡市永楽町５番１号,766220705.0
cov00226,柴田病院,富山県,高岡市永楽町５番１号,766220705.0
cov00226,柴田病院,富山県,高岡市永楽町５番１号,766220705.0
cov00225,筑紫野病院,福岡県,筑紫野市大字天山３７番地,929262292.0
cov00225,筑紫野病院,福岡県,筑紫野市大字天山３７番地,929262292.0
cov00225,筑紫野病院,福岡県,筑紫野市大字天山３７番地,929262292.0
cov00223,有沢橋病院,富山県,富山市婦中町羽根新５,764250631.0
cov00223,有沢橋病院,富山県,富山市婦中町羽根新５,764250631.0
cov00223,有沢橋病院,富山県,富山市婦中町羽根新５,764250631.0
cov00222,桜井病院,茨城県,石岡市半田１８８６,299423922.0
cov00222,桜井病院,茨城県,石岡市半田１８８６,299423922.0
cov00222,桜井病院,茨城県,石岡市半田１８８６,299423922.0
cov00221,白石保養院,佐賀県,杵島郡白石町大字福吉２１３４番地１,952842231.0
cov00221,白石保養院,佐賀県,杵島郡白石町大字福吉２１３４番地１,952842231.0
cov00221,白石保養院,佐賀県,杵島郡白石町大字福吉２１３４番地１,952842231.0
cov00220,ＡＯＩ広島病院,広島県,東広島市河内町入野７９０７番地２,824207000.0
cov00220,ＡＯＩ広島病院,広島県,東広島市河内町入野７９０７番地２,824207000.0
cov00220,ＡＯＩ広島病院,広島県,東広島市河内町入野７９０７番地２,824207000.0
cov00219,倉敷仁風ホスピタル,岡山県,倉敷市中島２３４０番地２３,864652430.0
cov00219,倉敷仁風ホスピタル,岡山県,倉敷市中島２３４０番地２３,864652430.0
cov00219,倉敷仁風ホスピタル,岡山県,倉敷市中島２３４０番地２３,864652430.0
cov00218,希望ヶ丘ホスピタル,岡山県,津山市田町１１５番地,868223158.0
cov00218,希望ヶ丘ホスピタル,岡山県,津山市田町１１５番地,868223158.0
cov00218,希望ヶ丘ホスピタル,岡山県,津山市田町１１５番地,868223158.0
cov00217,ＡＯＩ倉敷病院,岡山県,倉敷市四十瀬２９８－５,864225206.0
cov00217,ＡＯＩ倉敷病院,岡山県,倉敷市四十瀬２９８－５,864225206.0
cov00217,ＡＯＩ倉敷病院,岡山県,倉敷市四十瀬２９８－５,864225206.0
cov00216,神奈川県立精神医療センター,神奈川県,横浜市港南区芹が谷２－５－１,458220241.0
